NUMC_ID,NUMC_CODE,NAMC_TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
555,E-27,Insidād al-Qalb,انسداد القلب,Unani,2B56.0,Angiosarcoma of heart,0.38579149311359334
555,E-27,Insidād al-Qalb,انسداد القلب,Unani,QB25,Heart donor,0.38579149311359334
555,E-27,Insidād al-Qalb,انسداد القلب,Unani,XA10E0,Chamber of the heart,0.38579149311359334
556,E-28,Insidād Udhunī Jaybī,انسداد اذ ني جيبي,Unani,BC60,Atrial premature depolarization,0.40353591248234794
556,E-28,Insidād Udhunī Jaybī,انسداد اذ ني جيبي,Unani,BC81.2Z,"Macro reentrant atrial tachycardia, unspecified",0.39361824859888295
556,E-28,Insidād Udhunī Jaybī,انسداد اذ ني جيبي,Unani,BC81.2Y,Other specified macro reentrant atrial tachycardia,0.39361824859888295
557,E-29,Insidād Baṭnī Udhunī,انسداد بطني اذني,Unani,BC80.21,Sinoatrial block,0.5896152656562056
557,E-29,Insidād Baṭnī Udhunī,انسداد بطني اذني,Unani,XE6MG,"Brick, concrete, concrete block",0.5896152656562056
557,E-29,Insidād Baṭnī Udhunī,انسداد بطني اذني,Unani,BC63.2,Complete atrioventricular block,0.4657591683647897
558,E-30,Insidād al-Qalb Kāmil,انسداد القلب كامل,Unani,BC63.2Z,"Complete atrioventricular block, unspecified",0.3308452981220614
558,E-30,Insidād al-Qalb Kāmil,انسداد القلب كامل,Unani,BC63.2,Complete atrioventricular block,0.3308452981220614
558,E-30,Insidād al-Qalb Kāmil,انسداد القلب كامل,Unani,BC63.20,Congenital complete atrioventricular block,0.285080209455986
559,E-31,Insidād Shākh-i-Ḥuzma,انسداد شاخ حزمہ,Unani,BC63.4,Left bundle branch block,0.623900155414646
559,E-31,Insidād Shākh-i-Ḥuzma,انسداد شاخ حزمہ,Unani,BC63.4Z,"Left bundle branch block, fascicle unspecified",0.623900155414646
559,E-31,Insidād Shākh-i-Ḥuzma,انسداد شاخ حزمہ,Unani,BC63.3,Right bundle branch block,0.6171721118530834
560,E-32,Suqūṭ Dawrān al-Dam,سقوط دوران الدم,Unani,XE12S,Failure to deliver shock,0.49167384736145237
560,E-32,Suqūṭ Dawrān al-Dam,سقوط دوران الدم,Unani,GA10.E,Endometriosis of the circulatory system,0.37697785890297153
560,E-32,Suqūṭ Dawrān al-Dam,سقوط دوران الدم,Unani,XE6T0,Inappropriate shock,0.35208062342037444
561,E-33,Tawaqquf al-Qalb,توقف القلب,Unani,MC82.2,Asystolic cardiac arrest,0.5432733244333581
561,E-33,Tawaqquf al-Qalb,توقف القلب,Unani,MC82.1,Bradycardic cardiac arrest,0.5432733244333581
561,E-33,Tawaqquf al-Qalb,توقف القلب,Unani,MC82,Cardiac arrest,0.5432733244333581
562,E-34,Suqūṭ al-Baṭn al-Aysar,سقوط البطن الايسر,Unani,BD11,Left ventricular failure,0.6364493636619285
562,E-34,Suqūṭ al-Baṭn al-Aysar,سقوط البطن الايسر,Unani,BD11.Z,"Left ventricular failure, unspecified",0.6364493636619285
562,E-34,Suqūṭ al-Baṭn al-Aysar,سقوط البطن الايسر,Unani,XA8FJ7,Left ventricle,0.5814418047997011
563,E-35,Suqūṭ al-Baṭn al-Ayman,سقوط البطن الايمن,Unani,BD13,Right ventricular failure,0.7513379749597124
563,E-35,Suqūṭ al-Baṭn al-Ayman,سقوط البطن الايمن,Unani,XA5Y16,Right ventricular papillary muscles,0.6714180359135852
563,E-35,Suqūṭ al-Baṭn al-Ayman,سقوط البطن الايمن,Unani,LA88.0,Congenital right ventricular outflow tract obstruction,0.5292655437959073
564,E-36,Taqahqur Tājī,تقهقر تاجي,Unani,XA7V72,Mitral valve,0.5227656992836124
564,E-36,Taqahqur Tājī,تقهقر تاجي,Unani,XA3GE9,Cusps of mitral valve,0.5227656992836124
564,E-36,Taqahqur Tājī,تقهقر تاجي,Unani,XA69W6,Chordae tendineae of mitral valve,0.5227656992836124
565,E-37,Taqahqur-i-Awriṭā,تقهقر اورطیٰ,Unani,XA19J4,Aortic valve,0.3919828062913609
565,E-37,Taqahqur-i-Awriṭā,تقهقر اورطیٰ,Unani,BE14.41,Neopulmonary valve regurgitation,0.3919828062913609
565,E-37,Taqahqur-i-Awriṭā,تقهقر اورطیٰ,Unani,XA2QK7,Cusps of aortic valve,0.3919828062913609
566,E-38,Ḍaghṭ al-Dam Qawī,ضغط الدم قوي,Unani,XM8V56,Antihypertensives for pulmonary arterial hypertension,0.43809252332716353
566,E-38,Ḍaghṭ al-Dam Qawī,ضغط الدم قوي,Unani,KB42,Persistent pulmonary hypertension of the newborn,0.43809252332716353
566,E-38,Ḍaghṭ al-Dam Qawī,ضغط الدم قوي,Unani,BB01.0,Pulmonary arterial hypertension,0.43809252332716353
567,E-38.1,Ḍaghṭ al-Dam Qawī Awwalī /Ḍaghṭ al-Dam Qawī Lāzimī/ Ḍaghṭ al-Dam Qawī Ibtidā’ī/ Ḍaghṭ al-Dam Qawī Dhātī/ Ḍaghṭ al-Dam Qawī Aṣlī,ضغط الدم قوي اولى/ ضغط الدم قوي لازمي/ضغط الدم قوي ابتدائي /ضغط الدم قوي ذاتي/ضغط الدم قوي اصلي,Unani,XE285,"Body of water, dam, lake",0.2532581084500662
567,E-38.1,Ḍaghṭ al-Dam Qawī Awwalī /Ḍaghṭ al-Dam Qawī Lāzimī/ Ḍaghṭ al-Dam Qawī Ibtidā’ī/ Ḍaghṭ al-Dam Qawī Dhātī/ Ḍaghṭ al-Dam Qawī Aṣlī,ضغط الدم قوي اولى/ ضغط الدم قوي لازمي/ضغط الدم قوي ابتدائي /ضغط الدم قوي ذاتي/ضغط الدم قوي اصلي,Unani,SR1M,Predominance of Dam pattern (TM2),0.23196295644151887
567,E-38.1,Ḍaghṭ al-Dam Qawī Awwalī /Ḍaghṭ al-Dam Qawī Lāzimī/ Ḍaghṭ al-Dam Qawī Ibtidā’ī/ Ḍaghṭ al-Dam Qawī Dhātī/ Ḍaghṭ al-Dam Qawī Aṣlī,ضغط الدم قوي اولى/ ضغط الدم قوي لازمي/ضغط الدم قوي ابتدائي /ضغط الدم قوي ذاتي/ضغط الدم قوي اصلي,Unani,DB99.3,Portopulmonary hypertension,0.22797534764214492
568,E-38.2,Ḍaghṭ al-Dam Qawī Thānwī,ضغط الدم قوي ثانوي,Unani,DA0Y,Other specified diseases or disorders of orofacial complex,0.5068006213195138
568,E-38.2,Ḍaghṭ al-Dam Qawī Thānwī,ضغط الدم قوي ثانوي,Unani,DA0Z,"Diseases or disorders of orofacial complex, unspecified",0.5068006213195138
568,E-38.2,Ḍaghṭ al-Dam Qawī Thānwī,ضغط الدم قوي ثانوي,Unani,BA04,Secondary hypertension,0.4516230096852402
569,E-38.3,Ḍaghṭ al-Dam Qawī Khabīth,ضغط الدم قوي خبيث,Unani,BA00.1,Isolated diastolic hypertension,0.36509562501896076
569,E-38.3,Ḍaghṭ al-Dam Qawī Khabīth,ضغط الدم قوي خبيث,Unani,BA04.1,Isolated diastolic secondary hypertension,0.3195955171708158
569,E-38.3,Ḍaghṭ al-Dam Qawī Khabīth,ضغط الدم قوي خبيث,Unani,BA00.0,Combined diastolic and systolic hypertension,0.29932269464968386
570,E-38.4,Ḍaghṭ al-Dam Qawī Ri’wī,ضغط الدم قوي رئوي,Unani,BB01,Pulmonary hypertension,0.6112331326054323
570,E-38.4,Ḍaghṭ al-Dam Qawī Ri’wī,ضغط الدم قوي رئوي,Unani,BB01.Z,"Pulmonary hypertension, unspecified",0.6112331326054323
570,E-38.4,Ḍaghṭ al-Dam Qawī Ri’wī,ضغط الدم قوي رئوي,Unani,BB0Y,Other specified pulmonary heart disease or diseases of pulmonary circulation,0.5890228454425042
571,E-38.5,Ḍaghṭ al-Dam Qawī Kulwī,ضغط الدم قوي كلوي,Unani,JA23,Gestational hypertension,0.588152793436003
571,E-38.5,Ḍaghṭ al-Dam Qawī Kulwī,ضغط الدم قوي كلوي,Unani,BA00.2,Isolated systolic hypertension,0.588152793436003
571,E-38.5,Ḍaghṭ al-Dam Qawī Kulwī,ضغط الدم قوي كلوي,Unani,DB99.3,Portopulmonary hypertension,0.588152793436003
572,E-39,Maftūḥ Qanāt Shiryānī,مفتوح قناۃ شرياني,Unani,XA22D8,Circulus arteriosus major artery,0.38271327836900626
572,E-39,Maftūḥ Qanāt Shiryānī,مفتوح قناۃ شرياني,Unani,XA8T70,Circulus arteriosus minor artery,0.38271327836900626
572,E-39,Maftūḥ Qanāt Shiryānī,مفتوح قناۃ شرياني,Unani,XA16J8,Lymphatic vessel of the ductus deferens,0.37093522988266303
573,E-40,Taḍayyuq-i-Awriṭā,تضيق اورطیٰ,Unani,XA3XN8,Aortic plexus,0.5877029368884862
573,E-40,Taḍayyuq-i-Awriṭā,تضيق اورطیٰ,Unani,LA8A.23,Aortic valvar atresia,0.5877029368884862
573,E-40,Taḍayyuq-i-Awriṭā,تضيق اورطیٰ,Unani,LA8A.3,Congenital supravalvar aortic stenosis,0.56198181969258
574,E-41,Naqṣ Ḥājizī Udhunī,نقص حاجزي اذني,Unani,LA87.40,Atrioventricular septal defect with communication at the atrial level only,0.42242444214427055
574,E-41,Naqṣ Ḥājizī Udhunī,نقص حاجزي اذني,Unani,XA5LW8,Septal artery,0.35962628510529826
574,E-41,Naqṣ Ḥājizī Udhunī,نقص حاجزي اذني,Unani,XA7YP8,Ascending palatine artery,0.35962628510529826
575,E-42,Taṣallub al-Sharāyīn,تصلب الشرايين,Unani,XA5999,Arteries,0.2995349507995473
575,E-42,Taṣallub al-Sharāyīn,تصلب الشرايين,Unani,DA97.2,Vasculitis of mesenteric arteries,0.2995349507995473
575,E-42,Taṣallub al-Sharāyīn,تصلب الشرايين,Unani,SR1X,Thickening of humors pattern (TM2),0.2487409463642653
576,E-43,Tasaddud Shaḥmī Kilsī,تسدد شحمي كلسي,Unani,BD53.4,Cholesterol atheroembolism,0.2486867094936786
576,E-43,Tasaddud Shaḥmī Kilsī,تسدد شحمي كلسي,Unani,LD2D.2,Tuberous sclerosis,0.2275103840159254
576,E-43,Tasaddud Shaḥmī Kilsī,تسدد شحمي كلسي,Unani,BD53.4Z,Cholesterol atheroembolism to unspecified site,0.21210034815301307
577,E-44,Iltihāb-i-Sharāyīn,التهاب شرايين,Unani,XA5999,Arteries,0.4185312604857494
577,E-44,Iltihāb-i-Sharāyīn,التهاب شرايين,Unani,DA97.2,Vasculitis of mesenteric arteries,0.4185312604857494
577,E-44,Iltihāb-i-Sharāyīn,التهاب شرايين,Unani,4A44.2,Giant cell arteritis,0.40150389882718146
578,E-45,Iltihāb-i-Awriṭā Ātshakī,التهاب اورطیٰ آتشكي,Unani,XA75Z8,Arch of the aorta,0.34762186913905985
578,E-45,Iltihāb-i-Awriṭā Ātshakī,التهاب اورطیٰ آتشكي,Unani,XA9NQ2,Thoracoabdominal aorta,0.34762186913905985
578,E-45,Iltihāb-i-Awriṭā Ātshakī,التهاب اورطیٰ آتشكي,Unani,XA6Y34,Aorta,0.34762186913905985
579,E-46,Iltihāb Wi‘ā’ī Tasaddudī Takhaththurī,التهاب وعائي تسددي تخثري,Unani,MB52,Diplegia of lower extremities,0.39996853225381057
579,E-46,Iltihāb Wi‘ā’ī Tasaddudī Takhaththurī,التهاب وعائي تسددي تخثري,Unani,EG01,Vasoconstriction of extremities,0.3753933482910679
579,E-46,Iltihāb Wi‘ā’ī Tasaddudī Takhaththurī,التهاب وعائي تسددي تخثري,Unani,XA6AS2,Extremities,0.3753933482910679
580,E-47,Anūrasmā,انورسما,Unani,BD51.2,Aneurysm or dissection of other precerebral arteries,0.3706592273993612
580,E-47,Anūrasmā,انورسما,Unani,XA5999,Arteries,0.34017204450166827
580,E-47,Anūrasmā,انورسما,Unani,DA97.2,Vasculitis of mesenteric arteries,0.34017204450166827
581,E-47.1,Anūrasmā Ḥaqīqī,انورسما حقيقي,Unani,BD51,"Arterial aneurysm or dissection, excluding aorta",0.49326239240335334
581,E-47.1,Anūrasmā Ḥaqīqī,انورسما حقيقي,Unani,LA90.41,Congenital precerebral nonruptured aneurysm,0.45298382934891307
581,E-47.1,Anūrasmā Ḥaqīqī,انورسما حقيقي,Unani,BE13,Postprocedural true or false aortic aneurysm,0.4362525100306912
582,E-47.2,Anūrasmā Kādhib,انورسما كاذب,Unani,LA90.41,Congenital precerebral nonruptured aneurysm,0.49764518219510323
582,E-47.2,Anūrasmā Kādhib,انورسما كاذب,Unani,BD51.2,Aneurysm or dissection of other precerebral arteries,0.4718019434417369
582,E-47.2,Anūrasmā Kādhib,انورسما كاذب,Unani,BD51.Z,Aneurysm and dissection of unspecified artery,0.43178248897130755
583,E-47.3,Anūrasmā Mighzalī,انورسما مغزلي,Unani,BD51.Z,Aneurysm and dissection of unspecified artery,0.5230258856387306
583,E-47.3,Anūrasmā Mighzalī,انورسما مغزلي,Unani,BD51.0,Aneurysm or dissection of carotid artery,0.5230258856387306
583,E-47.3,Anūrasmā Mighzalī,انورسما مغزلي,Unani,BD51.3,Aneurysm or dissection of artery of upper extremity,0.44939595076106675
584,E-47.4,Anūrasmā Kīsī,انورسما كيسي,Unani,8B22.6,Familial cerebral saccular aneurysm,0.3470783712917516
584,E-47.4,Anūrasmā Kīsī,انورسما كيسي,Unani,BD51,"Arterial aneurysm or dissection, excluding aorta",0.3197986988375727
584,E-47.4,Anūrasmā Kīsī,انورسما كيسي,Unani,XA0XK1,Hypopharyngeal wall,0.27695379729054703
585,E-47.5,Anūrasmā Tashrīḥī,انورسما تشريحي,Unani,BD51,"Arterial aneurysm or dissection, excluding aorta",0.38452520189660466
585,E-47.5,Anūrasmā Tashrīḥī,انورسما تشريحي,Unani,LA90.41,Congenital precerebral nonruptured aneurysm,0.3531258436054728
585,E-47.5,Anūrasmā Tashrīḥī,انورسما تشريحي,Unani,BD51.2,Aneurysm or dissection of other precerebral arteries,0.33478764640636416
586,E-47.6,Tamaddud al-Aw‘iya,تمدد الاوعيہ,Unani,BD5Z,"Diseases of arteries or arterioles, unspecified",0.503481741221285
586,E-47.6,Tamaddud al-Aw‘iya,تمدد الاوعيہ,Unani,BD5Y,Other specified diseases of arteries or arterioles,0.503481741221285
586,E-47.6,Tamaddud al-Aw‘iya,تمدد الاوعيہ,Unani,BD53.Z,"Secondary disorders of arteries and arterioles, unspecified",0.42046469184982777
587,F,Amrāḍ-i-Niẓām-i-Haḍm,امراض نظام ہضم,Unani,DE2Y,Other specified diseases of the digestive system,0.5152962605426423
587,F,Amrāḍ-i-Niẓām-i-Haḍm,امراض نظام ہضم,Unani,DE2Z,"Diseases of the digestive system, unspecified",0.5152962605426423
587,F,Amrāḍ-i-Niẓām-i-Haḍm,امراض نظام ہضم,Unani,SS1Y,Other specified digestive fire based patterns (TM2),0.42938606006327207
588,F-1,Inṭibāq al-Marī,انطباق المري,Unani,LB12.1,Atresia of oesophagus,0.5123597140986768
588,F-1,Inṭibāq al-Marī,انطباق المري,Unani,LB12.1Y,Other specified atresia of oesophagus,0.5123597140986768
588,F-1,Inṭibāq al-Marī,انطباق المري,Unani,LB12.1Z,"Atresia of oesophagus, unspecified",0.5123597140986768
589,F-2,Tafarruq Ittiṣāl al-Marī,تفرق اتصال المرى,Unani,PG4Y,Other specified transport injury event of undetermined intent,0.40725423073512157
589,F-2,Tafarruq Ittiṣāl al-Marī,تفرق اتصال المرى,Unani,NA0B,Injury of the auricle,0.40725423073512157
589,F-2,Tafarruq Ittiṣāl al-Marī,تفرق اتصال المرى,Unani,PD53,Assault by railway transport injury event,0.40725423073512157
590,F-3,Qurūḥ al-Marī,قروح المرى,Unani,XA0828,Oesophagus,0.5106244278904285
590,F-3,Qurūḥ al-Marī,قروح المرى,Unani,DA23.Y,Other specified columnar metaplastic epithelium of the oesophagus,0.5106244278904285
590,F-3,Qurūḥ al-Marī,قروح المرى,Unani,LB12.1,Atresia of oesophagus,0.5106244278904285
591,F-4,Ḥikka al-Marī,حكة المرى,Unani,XE09Q,Reflux with device,0.705153336943476
591,F-4,Ḥikka al-Marī,حكة المرى,Unani,GB56.5,Hydronephrosis and reflux nephropathy with vesicoureteral or vesico-uretero-renal reflux,0.6616486960784875
591,F-4,Ḥikka al-Marī,حكة المرى,Unani,DA22,Gastro-oesophageal reflux disease,0.5594918341126343
592,F-5,Waram-i-Marī,ورم مری,Unani,AB11.3,"Mastoiditis, unspecified as acute or chronic",0.35476079167311303
592,F-5,Waram-i-Marī,ورم مری,Unani,XH0FC4,"Chronic myelomonocytic leukaemia, Type I",0.3060331985793097
592,F-5,Waram-i-Marī,ورم مری,Unani,XH7HJ7,"Chronic myelomonocytic leukaemia, Type II",0.3060331985793097
593,F-6,Sū’-i-Mizāj-i-Mi‘da,سوء مزاج معد ہ,Unani,ST0D,Simple compound abnormal temperament pattern (TM2),0.34927333698825774
593,F-6,Sū’-i-Mizāj-i-Mi‘da,سوء مزاج معد ہ,Unani,XM3US9,Compound solution of sodium lactate,0.3349470366355319
593,F-6,Sū’-i-Mizāj-i-Mi‘da,سوء مزاج معد ہ,Unani,XM0KG9,Polishing compound,0.3349470366355319
594,F-7,Waja‘ al-Mi‘da,وجع المعدة,Unani,2B58.2,Leiomyosarcoma of stomach,0.47500845471996606
594,F-7,Waja‘ al-Mi‘da,وجع المعدة,Unani,DA43.1,Angiodysplasia of stomach,0.47500845471996606
594,F-7,Waja‘ al-Mi‘da,وجع المعدة,Unani,XA7MC7,Stomach,0.47500845471996606
595,F-7.1,Waja‘ al-Mi‘da Riyāḥī,وجع المعدة رياحي,Unani,XM05Z8,Anaesthetic gaseous,0.3385502330365755
595,F-7.1,Waja‘ al-Mi‘da Riyāḥī,وجع المعدة رياحي,Unani,SS2E,Suppression of flatus pattern (TM2),0.2662103702707348
595,F-7.1,Waja‘ al-Mi‘da Riyāḥī,وجع المعدة رياحي,Unani,2B58.2,Leiomyosarcoma of stomach,0.2359525376926297
596,F-7.2,Waja‘ al-Mi‘da Ḥārr,وجع المعدة حار,Unani,DA43.1,Angiodysplasia of stomach,0.3918323927671668
596,F-7.2,Waja‘ al-Mi‘da Ḥārr,وجع المعدة حار,Unani,2B58.2,Leiomyosarcoma of stomach,0.3918323927671668
596,F-7.2,Waja‘ al-Mi‘da Ḥārr,وجع المعدة حار,Unani,XA7MC7,Stomach,0.3918323927671668
597,F-7.3,Waja‘ al-Mi‘da Ṣafrāwī,وجع المعدة صفراوي,Unani,DA43.1,Angiodysplasia of stomach,0.5977395629270291
597,F-7.3,Waja‘ al-Mi‘da Ṣafrāwī,وجع المعدة صفراوي,Unani,XA7MC7,Stomach,0.5977395629270291
597,F-7.3,Waja‘ al-Mi‘da Ṣafrāwī,وجع المعدة صفراوي,Unani,2B58.2,Leiomyosarcoma of stomach,0.5977395629270291
598,F-7.4,Waja‘ al-Mi‘da Bārid Balghamī,وجع المعدة بارد بلغمي,Unani,2B58.2,Leiomyosarcoma of stomach,0.4650180825679907
598,F-7.4,Waja‘ al-Mi‘da Bārid Balghamī,وجع المعدة بارد بلغمي,Unani,DA43.1,Angiodysplasia of stomach,0.4650180825679907
598,F-7.4,Waja‘ al-Mi‘da Bārid Balghamī,وجع المعدة بارد بلغمي,Unani,XA7MC7,Stomach,0.4650180825679907
599,F-7.5,Waja‘ al-Mi‘da Yābis Sawdāwī,وجع المعدة يابس سوداوي,Unani,2B58.2,Leiomyosarcoma of stomach,0.44563124044135033
599,F-7.5,Waja‘ al-Mi‘da Yābis Sawdāwī,وجع المعدة يابس سوداوي,Unani,DA43.1,Angiodysplasia of stomach,0.44563124044135033
599,F-7.5,Waja‘ al-Mi‘da Yābis Sawdāwī,وجع المعدة يابس سوداوي,Unani,XA7MC7,Stomach,0.44563124044135033
600,F-7.6,Waja‘ al-Mi‘da Ḍu‘fī,وجع المعدة ضعفي,Unani,VW30,Preparing meals,0.294254652554854
600,F-7.6,Waja‘ al-Mi‘da Ḍu‘fī,وجع المعدة ضعفي,Unani,8E43.0Y,Other specified neuropathic pain,0.2662947096961735
600,F-7.6,Waja‘ al-Mi‘da Ḍu‘fī,وجع المعدة ضعفي,Unani,8E43.0Z,"Neuropathic pain, unspecified",0.2662947096961735
601,F-8,Ḍu‘f al-Mi‘da,ضعف المعدة,Unani,MG43.9,Increased appetite,0.35061573387841105
601,F-8,Ḍu‘f al-Mi‘da,ضعف المعدة,Unani,XA6P89,Gastric pylorus,0.2901817710714637
601,F-8,Ḍu‘f al-Mi‘da,ضعف المعدة,Unani,XA7UE1,Gastric corpus,0.2901817710714637
602,F-9,Ḍu‘f al-Haḍm,ضعف الهضم,Unani,XE6DV,"Food processor, blender, juicer",0.4103585171770114
602,F-9,Ḍu‘f al-Haḍm,ضعف الهضم,Unani,XE4G0,Cooking or food processing utensil,0.4103585171770114
602,F-9,Ḍu‘f al-Haḍm,ضعف الهضم,Unani,6B83,Avoidant-restrictive food intake disorder,0.3373122978612611
603,F-10,Fasād al-Haḍm/ Sū’ al-Haḍm,فساد الهضم/ سوء الهضم,Unani,XE4G0,Cooking or food processing utensil,0.5827669130261933
603,F-10,Fasād al-Haḍm/ Sū’ al-Haḍm,فساد الهضم/ سوء الهضم,Unani,XE6DV,"Food processor, blender, juicer",0.5827669130261933
603,F-10,Fasād al-Haḍm/ Sū’ al-Haḍm,فساد الهضم/ سوء الهضم,Unani,XE3UJ,Incomplete coaptation,0.38038705955715046
604,F-11,Tukhma,تخمہ,Unani,XE4G0,Cooking or food processing utensil,0.429471846914621
604,F-11,Tukhma,تخمہ,Unani,XE6DV,"Food processor, blender, juicer",0.429471846914621
604,F-11,Tukhma,تخمہ,Unani,SR86,Faeces with undigested food residues pattern (TM2),0.31949854098715746
605,F-12,Buṭlān al-Haḍm,بطلان الهضم,Unani,XA7MC7,Stomach,0.3458052761168135
605,F-12,Buṭlān al-Haḍm,بطلان الهضم,Unani,2B58.2,Leiomyosarcoma of stomach,0.3458052761168135
605,F-12,Buṭlān al-Haḍm,بطلان الهضم,Unani,DA43.1,Angiodysplasia of stomach,0.3458052761168135
606,F-13,Hayḍa,هيضہ,Unani,XE6DV,"Food processor, blender, juicer",0.402403548710468
606,F-13,Hayḍa,هيضہ,Unani,XE4G0,Cooking or food processing utensil,0.402403548710468
606,F-13,Hayḍa,هيضہ,Unani,XM77G6,"Fungus eaten in food, not elsewhere classified",0.3485355153599888
607,F-13.1,Hayḍa Wabā’ī,هيضہ وبائي,Unani,5C70.0,Dehydration,0.3011233846829114
607,F-13.1,Hayḍa Wabā’ī,هيضہ وبائي,Unani,KB63.1,Dehydration of newborn,0.3011233846829114
607,F-13.1,Hayḍa Wabā’ī,هيضہ وبائي,Unani,XS9D,3 Severe problem,0.29512970076761547
608,F-14,Buṭlān al-Ishtihā’,بطلان الاشتهاء,Unani,MG43.7,Anorexia,0.32483335544205666
608,F-14,Buṭlān al-Ishtihā’,بطلان الاشتهاء,Unani,XS2R,Profound,0.32483335544205666
608,F-14,Buṭlān al-Ishtihā’,بطلان الاشتهاء,Unani,6B80.Z,"Anorexia Nervosa, unspecified",0.32483335544205666
609,F-15,Ḍu‘f al-Ishtihā’,ضعف الاشتهاء,Unani,MG43.7,Anorexia,0.5640872727570853
609,F-15,Ḍu‘f al-Ishtihā’,ضعف الاشتهاء,Unani,6B80.Z,"Anorexia Nervosa, unspecified",0.5640872727570853
609,F-15,Ḍu‘f al-Ishtihā’,ضعف الاشتهاء,Unani,6B80.Y,Other specified anorexia Nervosa,0.5640872727570853
610,F-16,Fasād al-Ishtihā’,فساد الاشتهاء,Unani,9C84.23,Perverted nystagmus,0.4416127838348392
610,F-16,Fasād al-Ishtihā’,فساد الاشتهاء,Unani,3A51.7,High affinity haemoglobin,0.31644039444656374
610,F-16,Fasād al-Ishtihā’,فساد الاشتهاء,Unani,3A51.8,Low affinity haemoglobin,0.30678627276147014
611,F-17,Waḥam,وحم,Unani,XM1WQ5,"Chalk, precipitated",0.2941272998749946
611,F-17,Waḥam,وحم,Unani,XM8MM9,Coal tar,0.2941272998749946
611,F-17,Waḥam,وحم,Unani,XE6B4,Coal-car in mine,0.2941272998749946
612,F-18,Jū‘ al-Kalb/ Shahwat Kalbiyya,جوع الكلب/ شهوت كلبيہ,Unani,MG43.9,Increased appetite,0.33392888992994896
612,F-18,Jū‘ al-Kalb/ Shahwat Kalbiyya,جوع الكلب/ شهوت كلبيہ,Unani,XA7MC7,Stomach,0.24385317664165923
612,F-18,Jū‘ al-Kalb/ Shahwat Kalbiyya,جوع الكلب/ شهوت كلبيہ,Unani,2B58.2,Leiomyosarcoma of stomach,0.24385317664165923
613,F-19,Jū‘ al-Baqar/Būlīmūs,جوع البقر/ بوليموس,Unani,XE4G0,Cooking or food processing utensil,0.34620620618605946
613,F-19,Jū‘ al-Baqar/Būlīmūs,جوع البقر/ بوليموس,Unani,XE6DV,"Food processor, blender, juicer",0.34620620618605946
613,F-19,Jū‘ al-Baqar/Būlīmūs,جوع البقر/ بوليموس,Unani,6B81,Bulimia Nervosa,0.2897582920976051
614,F-20,Jū‘ al-Maghshī,جوع المغشي,Unani,4A83.0,Food-induced eosinophilic gastroenteritis,0.41617685276314953
614,F-20,Jū‘ al-Maghshī,جوع المغشي,Unani,XE6DV,"Food processor, blender, juicer",0.36804190073809395
614,F-20,Jū‘ al-Maghshī,جوع المغشي,Unani,XE4G0,Cooking or food processing utensil,0.36804190073809395
615,F-21,‘Uṭāsh Mufriṭ,عطاش مفرط,Unani,SQ8Z,"External factors disorders (TM2), unspecified",0.4239675461637108
615,F-21,‘Uṭāsh Mufriṭ,عطاش مفرط,Unani,SQ8Y,Other specified external factors disorders (TM2),0.4239675461637108
615,F-21,‘Uṭāsh Mufriṭ,عطاش مفرط,Unani,EK5Y,Other specified skin disorders provoked by external factors,0.3925408097410031
616,F-22,Waram al-Mi‘da,ورم المعدة,Unani,XM2702,Ox bile extract,0.2660993820891678
616,F-22,Waram al-Mi‘da,ورم المعدة,Unani,DA42.0,Autoimmune gastritis,0.2606914440600106
616,F-22,Waram al-Mi‘da,ورم المعدة,Unani,DA42.Z,"Gastritis, unspecified",0.2606914440600106
617,F-22.1,Waram al-Mi‘da Damawī,ورم المعدة دموي,Unani,DA42.Y,Other specified gastritis,0.643016586081496
617,F-22.1,Waram al-Mi‘da Damawī,ورم المعدة دموي,Unani,DA42.Z,"Gastritis, unspecified",0.643016586081496
617,F-22.1,Waram al-Mi‘da Damawī,ورم المعدة دموي,Unani,DA42.3,Lymphocytic gastritis,0.643016586081496
618,F-22.2,Waram al-Mi‘da Ṣafrāwī,ورم المعدة صفراوي,Unani,DA42.Y,Other specified gastritis,0.38901847878647444
618,F-22.2,Waram al-Mi‘da Ṣafrāwī,ورم المعدة صفراوي,Unani,DA42.3,Lymphocytic gastritis,0.38901847878647444
618,F-22.2,Waram al-Mi‘da Ṣafrāwī,ورم المعدة صفراوي,Unani,DA42.82,Chemical gastritis,0.38901847878647444
619,F-22.3,Waram al-Mi‘da Balghamī,ورم المعدة بلغمي,Unani,DA42.Y,Other specified gastritis,0.40210320020528
619,F-22.3,Waram al-Mi‘da Balghamī,ورم المعدة بلغمي,Unani,DA42.2,Eosinophilic gastritis,0.40210320020528
619,F-22.3,Waram al-Mi‘da Balghamī,ورم المعدة بلغمي,Unani,DA42.3,Lymphocytic gastritis,0.40210320020528
620,F-22.4,Waram al-Mi‘da Sawdāwī,ورم المعدة سوداوي,Unani,DA42.2,Eosinophilic gastritis,0.39124569138907034
620,F-22.4,Waram al-Mi‘da Sawdāwī,ورم المعدة سوداوي,Unani,DA42.3,Lymphocytic gastritis,0.39124569138907034
620,F-22.4,Waram al-Mi‘da Sawdāwī,ورم المعدة سوداوي,Unani,DA42.0,Autoimmune gastritis,0.39124569138907034
