NAMC_ID,NAMC_CODE,TERM,TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
275,ABB-14,GALAPAKAH (KEVALAPITTA),galapākaḥ (kēvalapitta),गलपाकः (केवलपित्त),Ayurveda,1B51,Streptococcal pharyngitis,0.5984762836184141
276,ABB-15,GUDAPAKAH/GUDAKUTTANAM (KEVALAPITTA),gudapākaḥ/gudakuṭṭanam (kēvalapitta),गुदपाकः/गुदकुट्टनम् (केवलपित्त),Ayurveda,DB33.Z,"Noninfectious colitis or proctitis, unspecified",0.5079583163395339
276,ABB-15,GUDAPAKAH/GUDAKUTTANAM (KEVALAPITTA),gudapākaḥ/gudakuṭṭanam (kēvalapitta),गुदपाकः/गुदकुट्टनम् (केवलपित्त),Ayurveda,DB33.Y,Other specified noninfectious colitis or proctitis,0.5079583163395339
276,ABB-15,GUDAPAKAH/GUDAKUTTANAM (KEVALAPITTA),gudapākaḥ/gudakuṭṭanam (kēvalapitta),गुदपाकः/गुदकुट्टनम् (केवलपित्त),Ayurveda,DB33.42,Radiation proctitis,0.5079583163395339
277,ABB-16,JIVADANAH (KEVALAPITTA),jīvādānaḥ (kēvalapitta),जीवादानः (केवलपित्त),Ayurveda,8B25.2,Late effects of subarachnoid haemorrhage,0.5354198625498531
277,ABB-16,JIVADANAH (KEVALAPITTA),jīvādānaḥ (kēvalapitta),जीवादानः (केवलपित्त),Ayurveda,DC14.0,Haemorrhage of bile duct,0.5354198625498531
277,ABB-16,JIVADANAH (KEVALAPITTA),jīvādānaḥ (kēvalapitta),जीवादानः (केवलपित्त),Ayurveda,DA26.3,Gastro-oesophageal laceration-haemorrhage syndrome,0.5354198625498531
279,ABB-18,TIKTASYATA (KEVALAPITTA),tiktāsyatā (kēvalapitta),तिक्तास्यता (केवलपित्त),Ayurveda,XM1GJ1,Bitter almond,0.4762071269103389
279,ABB-18,TIKTASYATA (KEVALAPITTA),tiktāsyatā (kēvalapitta),तिक्तास्यता (केवलपित्त),Ayurveda,MG25,Feeling ill,0.4168583707931156
279,ABB-18,TIKTASYATA (KEVALAPITTA),tiktāsyatā (kēvalapitta),तिक्तास्यता (केवलपित्त),Ayurveda,XM66S8,Oil wintergreen (bitter),0.3478283609009655
280,ABB-19,TRUSHNADHIKYAM (KEVALAPITTA),tr̥ṣṇādhikyam (kēvalapitta),तृष्णाधिक्यम् (केवलपित्त),Ayurveda,MG43.0,Polydipsia,0.5791544378416421
280,ABB-19,TRUSHNADHIKYAM (KEVALAPITTA),tr̥ṣṇādhikyam (kēvalapitta),तृष्णाधिक्यम् (केवलपित्त),Ayurveda,SP63,Polydipsia disorder (TM2),0.45836386988241573
281,ABB-20,TVAGAVADARANAM (KEVALAPITTA),tvagavadaraṇam (kēvalapitta),त्वगवदरणम् (केवलपित्त),Ayurveda,EJ20,Photoaging of the skin,0.41890067724572805
281,ABB-20,TVAGAVADARANAM (KEVALAPITTA),tvagavadaraṇam (kēvalapitta),त्वगवदरणम् (केवलपित्त),Ayurveda,1B72.2,Secondary impetiginisation of the skin,0.41890067724572805
281,ABB-20,TVAGAVADARANAM (KEVALAPITTA),tvagavadaraṇam (kēvalapitta),त्वगवदरणम् (केवलपित्त),Ayurveda,ED30.Y,Other specified neuropathic skin damage,0.41890067724572805
282,ABB-21,TVAGDAHAH (KEVALAPITTA),tvagdāhaḥ (kēvalapitta),त्वग्दाहः (केवलपित्त),Ayurveda,ME65,Disturbances of skin sensation of unspecified aetiology,0.5676072642961392
282,ABB-21,TVAGDAHAH (KEVALAPITTA),tvagdāhaḥ (kēvalapitta),त्वग्दाहः (केवलपित्त),Ayurveda,ME65.Y,Other specified disturbance of skin sensation,0.5676072642961392
282,ABB-21,TVAGDAHAH (KEVALAPITTA),tvagdāhaḥ (kēvalapitta),त्वग्दाहः (केवलपित्त),Ayurveda,ME65.0,Burning of skin,0.5601401797404484
283,ABB-22,DAVAH (KEVALAPITTA),davaḥ (kēvalapitta),दवः (केवलपित्त),Ayurveda,XA1ZV6,Cranial cavity,0.3964163838172649
283,ABB-22,DAVAH (KEVALAPITTA),davaḥ (kēvalapitta),दवः (केवलपित्त),Ayurveda,XA5QM0,Medullary cavity,0.3964163838172649
283,ABB-22,DAVAH (KEVALAPITTA),davaḥ (kēvalapitta),दवः (केवलपित्त),Ayurveda,XA34B0,Abdominopelvic cavity,0.3964163838172649
284,ABB-23,DAVATHUH (KEVALAPITTA),davathuḥ (kēvalapitta),दवथुः (केवलपित्त),Ayurveda,QC47,Personal history of diseases of the nervous system or sense organs,0.5468832827753329
284,ABB-23,DAVATHUH (KEVALAPITTA),davathuḥ (kēvalapitta),दवथुः (केवलपित्त),Ayurveda,1A09.Y,Infections due to other Salmonella in other organs,0.45020358505515046
284,ABB-23,DAVATHUH (KEVALAPITTA),davathuḥ (kēvalapitta),दवथुः (केवलपित्त),Ayurveda,2C29,Malignant neoplasms of other or ill-defined sites in the respiratory system or intrathoracic organs,0.45020358505515046
285,ABB-24,DAHAH (KEVALAPITTA),dāhaḥ (kēvalapitta),दाहः (केवलपित्त),Ayurveda,MB40.Z,"Sensation disturbance, unspecified",0.4510295784601681
285,ABB-24,DAHAH (KEVALAPITTA),dāhaḥ (kēvalapitta),दाहः (केवलपित्त),Ayurveda,MB40.Y,Other specified sensation disturbance,0.4510295784601681
285,ABB-24,DAHAH (KEVALAPITTA),dāhaḥ (kēvalapitta),दाहः (केवलपित्त),Ayurveda,MB40,Sensation disturbance,0.4510295784601681
286,ABB-25,DHUMAKAH/DHUMODGARAH (KEVALAPITTA),dhūmakaḥ/dhūmōdgāraḥ (kēvalapitta),धूमकः/धूमोद्गारः (केवलपित्त),Ayurveda,MB40.Z,"Sensation disturbance, unspecified",0.3558163613488296
286,ABB-25,DHUMAKAH/DHUMODGARAH (KEVALAPITTA),dhūmakaḥ/dhūmōdgāraḥ (kēvalapitta),धूमकः/धूमोद्गारः (केवलपित्त),Ayurveda,MB40.Y,Other specified sensation disturbance,0.3558163613488296
286,ABB-25,DHUMAKAH/DHUMODGARAH (KEVALAPITTA),dhūmakaḥ/dhūmōdgāraḥ (kēvalapitta),धूमकः/धूमोद्गारः (केवलपित्त),Ayurveda,MB40,Sensation disturbance,0.3558163613488296
287,ABB-26,AKALAPALITAH (KEVALAPITTA),akālapalitaḥ (kēvalapitta),अकालपलितः (केवलपित्त),Ayurveda,SN73,Premature greying of hair disorder (TM2),0.7026363393075727
287,ABB-26,AKALAPALITAH (KEVALAPITTA),akālapalitaḥ (kēvalapitta),अकालपलितः (केवलपित्त),Ayurveda,XE1H0,Premature indicator activation,0.4455510201432674
287,ABB-26,AKALAPALITAH (KEVALAPITTA),akālapalitaḥ (kēvalapitta),अकालपलितः (केवलपित्त),Ayurveda,JA89.Y,Other specified maternal care related to premature rupture of membranes,0.4455510201432674
288,ABB-27,PUTIMUKHATA (KEVALAPITTA),pūtimukhatā (kēvalapitta),पूतिमुखता (केवलपित्त),Ayurveda,MD94,Halitosis,0.5648241373233046
288,ABB-27,PUTIMUKHATA (KEVALAPITTA),pūtimukhatā (kēvalapitta),पूतिमुखता (केवलपित्त),Ayurveda,SM15,Halitosis disorder (TM2),0.44070185490808345
289,ABB-28,PLOSHAH (KEVALAPITTA),plōṣaḥ (kēvalapitta),प्लोषः (केवलपित्त),Ayurveda,XS5B,No pain,0.3723098222261293
289,ABB-28,PLOSHAH (KEVALAPITTA),plōṣaḥ (kēvalapitta),प्लोषः (केवलपित्त),Ayurveda,MG3Z,"Pain, unspecified",0.3723098222261293
289,ABB-28,PLOSHAH (KEVALAPITTA),plōṣaḥ (kēvalapitta),प्लोषः (केवलपित्त),Ayurveda,ME84,Spinal pain,0.3723098222261293
290,ABB-29,MAMSAKLEDAH (KEVALAPITTA),māṁsaklēdaḥ (kēvalapitta),मांसक्लेदः (केवलपित्त),Ayurveda,XA83A9,Mylohyoid muscle,0.38224758676579623
290,ABB-29,MAMSAKLEDAH (KEVALAPITTA),māṁsaklēdaḥ (kēvalapitta),मांसक्लेदः (केवलपित्त),Ayurveda,XA19W0,Muscle of the thorax,0.38224758676579623
290,ABB-29,MAMSAKLEDAH (KEVALAPITTA),māṁsaklēdaḥ (kēvalapitta),मांसक्लेदः (केवलपित्त),Ayurveda,XA3VN0,Deltoid muscle,0.38224758676579623
291,ABB-30,MAMSADAHAH (KEVALAPITTA),māṁsadāhaḥ (kēvalapitta),मांसदाहः (केवलपित्त),Ayurveda,XA8D61,Stapedius muscle,0.4298676302331644
291,ABB-30,MAMSADAHAH (KEVALAPITTA),māṁsadāhaḥ (kēvalapitta),मांसदाहः (केवलपित्त),Ayurveda,XA6095,Splenius cervicis muscle,0.4298676302331644
291,ABB-30,MAMSADAHAH (KEVALAPITTA),māṁsadāhaḥ (kēvalapitta),मांसदाहः (केवलपित्त),Ayurveda,XA0U57,Spinalis muscle,0.4298676302331644
292,ABB-31,MEDHRAPAKAH (KEVALAPITTA),mēḍhrapākaḥ (kēvalapitta),मेढ्रपाकः (केवलपित्त),Ayurveda,GB06.0Z,"Balanitis or balanoposthitis, unspecified",0.5437243879531588
292,ABB-31,MEDHRAPAKAH (KEVALAPITTA),mēḍhrapākaḥ (kēvalapitta),मेढ्रपाकः (केवलपित्त),Ayurveda,GB06.0Y,Other specified forms of balanitis or balanoposthitis,0.5437243879531588
292,ABB-31,MEDHRAPAKAH (KEVALAPITTA),mēḍhrapākaḥ (kēvalapitta),मेढ्रपाकः (केवलपित्त),Ayurveda,GB06.0,Balanitis or balanoposthitis,0.5437243879531588
293,ABB-32,RAKTAKOTHAH (KEVALAPITTA),raktakōṭhaḥ (kēvalapitta),रक्तकोठः (केवलपित्त),Ayurveda,EK50.00,Papular urticaria,0.5533444234703608
293,ABB-32,RAKTAKOTHAH (KEVALAPITTA),raktakōṭhaḥ (kēvalapitta),रक्तकोठः (केवलपित्त),Ayurveda,EB02.0,Cholinergic urticaria,0.5533444234703608
293,ABB-32,RAKTAKOTHAH (KEVALAPITTA),raktakōṭhaḥ (kēvalapitta),रक्तकोठः (केवलपित्त),Ayurveda,EB01.Z,"Inducible urticaria or angioedema, unspecified",0.5533444234703608
294,ABB-33,RAKTAVISPOTAH (KEVALAPITTA),raktavisphōṭaḥ (kēvalapitta),रक्तविस्फोटः (केवलपित्त),Ayurveda,XM9GJ1,"Meningococcus B, outer membrane vesicle vaccines",0.5183618395556003
294,ABB-33,RAKTAVISPOTAH (KEVALAPITTA),raktavisphōṭaḥ (kēvalapitta),रक्तविस्फोटः (केवलपित्त),Ayurveda,XM1V31,Congo red,0.44600163345348226
294,ABB-33,RAKTAVISPOTAH (KEVALAPITTA),raktavisphōṭaḥ (kēvalapitta),रक्तविस्फोटः (केवलपित्त),Ayurveda,XM4AZ3,Scarlet red,0.44600163345348226
295,ABB-34,RAKTAPITTAM (KEVALAPITTA),raktapittam (kēvalapitta),रक्तपित्तम् (केवलपित्त),Ayurveda,SK90,Epistaxis disorder (TM2),0.6310573263363018
295,ABB-34,RAKTAPITTAM (KEVALAPITTA),raktapittam (kēvalapitta),रक्तपित्तम् (केवलपित्त),Ayurveda,SL81,Bleeding disorder disorder (TM2),0.5430271184287699
295,ABB-34,RAKTAPITTAM (KEVALAPITTA),raktapittam (kēvalapitta),रक्तपित्तम् (केवलपित्त),Ayurveda,KA83.00,Neonatal epistaxis,0.4923800452078684
296,ABB-35,RAKTAMANDALAM (KEVALAPITTA),raktamaṇḍalam (kēvalapitta),रक्तमण्डलम् (केवलपित्त),Ayurveda,XM4AZ3,Scarlet red,0.4398002029518576
296,ABB-35,RAKTAMANDALAM (KEVALAPITTA),raktamaṇḍalam (kēvalapitta),रक्तमण्डलम् (केवलपित्त),Ayurveda,XM1V31,Congo red,0.4398002029518576
296,ABB-35,RAKTAMANDALAM (KEVALAPITTA),raktamaṇḍalam (kēvalapitta),रक्तमण्डलम् (केवलपित्त),Ayurveda,XM3R78,Lebanese red,0.4398002029518576
297,ABB-36,LOHITAGANDHASYATA (KEVALAPITTA),lōhitagandhāsyatā (kēvalapitta),लोहितगन्धास्यता (केवलपित्त),Ayurveda,XA8182,Mouth,0.46414775193726393
297,ABB-36,LOHITAGANDHASYATA (KEVALAPITTA),lōhitagandhāsyatā (kēvalapitta),लोहितगन्धास्यता (केवलपित्त),Ayurveda,DA01.15,Mouth ulcers,0.46414775193726393
297,ABB-36,LOHITAGANDHASYATA (KEVALAPITTA),lōhitagandhāsyatā (kēvalapitta),लोहितगन्धास्यता (केवलपित्त),Ayurveda,XA5TW5,Vestibule of mouth,0.46414775193726393
298,ABB-37,VIDAHAH (KEVALAPITTA),vidāhaḥ (kēvalapitta),विदाहः (केवलपित्त),Ayurveda,MC87,Pressure or tightness of heart,0.4212101724783656
298,ABB-37,VIDAHAH (KEVALAPITTA),vidāhaḥ (kēvalapitta),विदाहः (केवलपित्त),Ayurveda,1B12.0,Tuberculosis of heart,0.4212101724783656
298,ABB-37,VIDAHAH (KEVALAPITTA),vidāhaḥ (kēvalapitta),विदाहः (केवलपित्त),Ayurveda,LA80.Z,"Anomalous position-orientation of heart, unspecified",0.4212101724783656
299,ABB-38,SONITAKLEDAH (KEVALAPITTA),śōṇitaklēdaḥ (kēvalapitta),शोणितक्लेदः (केवलपित्त),Ayurveda,CA71.2,Pneumonitis due to aspiration of blood,0.42911054711345614
299,ABB-38,SONITAKLEDAH (KEVALAPITTA),śōṇitaklēdaḥ (kēvalapitta),शोणितक्लेदः (केवलपित्त),Ayurveda,SR1R,Blood thickening pattern (TM2),0.42911054711345614
299,ABB-38,SONITAKLEDAH (KEVALAPITTA),śōṇitaklēdaḥ (kēvalapitta),शोणितक्लेदः (केवलपित्त),Ayurveda,XM5GG5,Blood fraction,0.42911054711345614
300,ABB-39,HARITANETRAH (KEVALAPITTA),haritanētraḥ (kēvalapitta),हरितनेत्रः (केवलपित्त),Ayurveda,QA00.6Z,"Examination of eyes or vision, unspecified",0.34984658739625013
300,ABB-39,HARITANETRAH (KEVALAPITTA),haritanētraḥ (kēvalapitta),हरितनेत्रः (केवलपित्त),Ayurveda,QA00.6Y,Other specified examination of eyes or vision,0.34984658739625013
300,ABB-39,HARITANETRAH (KEVALAPITTA),haritanētraḥ (kēvalapitta),हरितनेत्रः (केवलपित्त),Ayurveda,QA00.6,Examination of eyes or vision,0.34984658739625013
301,ABB-40,HARITAMUTRAH (KEVALAPITTA),haritamūtraḥ (kēvalapitta),हरितमूत्रः (केवलपित्त),Ayurveda,SR83,Reduced urine pattern (TM2),0.4094200273209288
301,ABB-40,HARITAMUTRAH (KEVALAPITTA),haritamūtraḥ (kēvalapitta),हरितमूत्रः (केवलपित्त),Ayurveda,MF9Y,"Other specified clinical findings on examination of urine, without diagnosis",0.4094200273209288
301,ABB-40,HARITAMUTRAH (KEVALAPITTA),haritamūtraḥ (kēvalapitta),हरितमूत्रः (केवलपित्त),Ayurveda,MF50.5,Extravasation of urine,0.4094200273209288
302,ABB-41,HARITAVARCAH (KEVALAPITTA),haritavarcaḥ (kēvalapitta),हरितवर्चः (केवलपित्त),Ayurveda,SR81,Depletion of faeces pattern (TM2),0.32900933830305606
302,ABB-41,HARITAVARCAH (KEVALAPITTA),haritavarcaḥ (kēvalapitta),हरितवर्चः (केवलपित्त),Ayurveda,SR5A,Derangement of channels of faeces pattern (TM2),0.26341139031059535
302,ABB-41,HARITAVARCAH (KEVALAPITTA),haritavarcaḥ (kēvalapitta),हरितवर्चः (केवलपित्त),Ayurveda,SR86,Faeces with undigested food residues pattern (TM2),0.24542664514091403
2973,ABB-42,HARIDRANETRA,hāridranētra,हारिद्रनेत्र,Ayurveda,QA00.6Z,"Examination of eyes or vision, unspecified",0.40354974641326025
2973,ABB-42,HARIDRANETRA,hāridranētra,हारिद्रनेत्र,Ayurveda,QA00.6Y,Other specified examination of eyes or vision,0.40354974641326025
2973,ABB-42,HARIDRANETRA,hāridranētra,हारिद्रनेत्र,Ayurveda,QA00.6,Examination of eyes or vision,0.40354974641326025
2974,ABB-43,HARIDRAMUTRA,hāridramūtra,हारिद्रमूत्र,Ayurveda,SR83,Reduced urine pattern (TM2),0.47785182124757924
2974,ABB-43,HARIDRAMUTRA,hāridramūtra,हारिद्रमूत्र,Ayurveda,MF9Y,"Other specified clinical findings on examination of urine, without diagnosis",0.47785182124757924
2974,ABB-43,HARIDRAMUTRA,hāridramūtra,हारिद्रमूत्र,Ayurveda,MF50.5,Extravasation of urine,0.47785182124757924
303,ABB-45,CARMADARANAM/CARMADALANAM (KEVALAPITTA),carmadaraṇam/carmadalanam (kēvalapitta),चर्मदरणम्/चर्मदलनम् (केवलपित्त),Ayurveda,EJ20,Photoaging of the skin,0.3647110366104965
303,ABB-45,CARMADARANAM/CARMADALANAM (KEVALAPITTA),carmadaraṇam/carmadalanam (kēvalapitta),चर्मदरणम्/चर्मदलनम् (केवलपित्त),Ayurveda,1B72.2,Secondary impetiginisation of the skin,0.3647110366104965
303,ABB-45,CARMADARANAM/CARMADALANAM (KEVALAPITTA),carmadaraṇam/carmadalanam (kēvalapitta),चर्मदरणम्/चर्मदलनम् (केवलपित्त),Ayurveda,ED30.Y,Other specified neuropathic skin damage,0.3647110366104965
304,ABC,STHANAVISESHA-KUPITAPITTAM,sthānaviśēṣa-kupitapittam,स्थानविशेष-कुपितपित्तम्,Ayurveda,XM5YM7,Specific immunoglobulins,0.45470083643432235
304,ABC,STHANAVISESHA-KUPITAPITTAM,sthānaviśēṣa-kupitapittam,स्थानविशेष-कुपितपित्तम्,Ayurveda,6B03,Specific phobia,0.45470083643432235
304,ABC,STHANAVISESHA-KUPITAPITTAM,sthānaviśēṣa-kupitapittam,स्थानविशेष-कुपितपित्तम्,Ayurveda,BC42.Y,Other specific myocarditis,0.45470083643432235
305,ABC-1,RAKTASTHITAPITTAKOPAH,raktasthitapittakōpaḥ,रक्तस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.18287738668671705
305,ABC-1,RAKTASTHITAPITTAKOPAH,raktasthitapittakōpaḥ,रक्तस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.17436161742453465
305,ABC-1,RAKTASTHITAPITTAKOPAH,raktasthitapittakōpaḥ,रक्तस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.17287470739953475
306,ABC-2,MAMSASTHITAKAPAKOPAH,māṁsasthitakaphakōpaḥ,मांसस्थितकफकोपः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.14309243530363003
306,ABC-2,MAMSASTHITAKAPAKOPAH,māṁsasthitakaphakōpaḥ,मांसस्थितकफकोपः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.13627654804205086
306,ABC-2,MAMSASTHITAKAPAKOPAH,māṁsasthitakaphakōpaḥ,मांसस्थितकफकोपः,Ayurveda,SN11,Vitiated breast milk disorder (TM2),0.13581240396734667
307,ABC-3,MEDASTHITAPITTAKOPAH,mēdasthitapittakōpaḥ,मेदस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.17303457286173157
307,ABC-3,MEDASTHITAPITTAKOPAH,mēdasthitapittakōpaḥ,मेदस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.16497713873295625
307,ABC-3,MEDASTHITAPITTAKOPAH,mēdasthitapittakōpaḥ,मेदस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16357025707458897
308,ABC-4,ASTHISTHITAPITTAKOPAH,asthisthitapittakōpaḥ,अस्थिस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.17117238965020387
308,ABC-4,ASTHISTHITAPITTAKOPAH,asthisthitapittakōpaḥ,अस्थिस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.16320166893548477
308,ABC-4,ASTHISTHITAPITTAKOPAH,asthisthitapittakōpaḥ,अस्थिस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16180992801669042
309,ABC-5,MAJJASTHITAPITTAKOPAH,majjāsthitapittakōpaḥ,मज्जास्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.16937316280151207
309,ABC-5,MAJJASTHITAPITTAKOPAH,majjāsthitapittakōpaḥ,मज्जास्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.16148622390898199
309,ABC-5,MAJJASTHITAPITTAKOPAH,majjāsthitapittakōpaḥ,मज्जास्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16010911185429733
310,ABC-6,SUKRASTHITAPITTAKOPAH,śukrasthitapittakōpaḥ,शुक्रस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.16937316280151207
310,ABC-6,SUKRASTHITAPITTAKOPAH,śukrasthitapittakōpaḥ,शुक्रस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.16148622390898199
310,ABC-6,SUKRASTHITAPITTAKOPAH,śukrasthitapittakōpaḥ,शुक्रस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16010911185429733
311,ABC-7,TVAKSTHITAPITTAKOPAH,tvaksthitapittakōpaḥ,त्वक्स्थितपित्तकोपः,Ayurveda,XH0EH1,Granulomatous slack skin,0.5126430729705487
311,ABC-7,TVAKSTHITAPITTAKOPAH,tvaksthitapittakōpaḥ,त्वक्स्थितपित्तकोपः,Ayurveda,ED53,Skin peeling,0.5126430729705487
311,ABC-7,TVAKSTHITAPITTAKOPAH,tvaksthitapittakōpaḥ,त्वक्स्थितपित्तकोपः,Ayurveda,EA50.2,Staphylococcal scalded skin syndrome,0.5126430729705487
312,ABC-8,SNAYUSTHITAPITTAKOPAH,snāyusthitapittakōpaḥ,स्नायुस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.16344722977366927
312,ABC-8,SNAYUSTHITAPITTAKOPAH,snāyusthitapittakōpaḥ,स्नायुस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.15583623466644003
312,ABC-8,SNAYUSTHITAPITTAKOPAH,snāyusthitapittakōpaḥ,स्नायुस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.15450730423435077
313,ABC-9,KOSHTHASTHITAPITTAKOPAH,kōṣṭhasthitapittakōpaḥ,कोष्ठस्थितपित्तकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.1648200946754152
313,ABC-9,KOSHTHASTHITAPITTAKOPAH,kōṣṭhasthitapittakōpaḥ,कोष्ठस्थितपित्तकोपः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.1571451714853145
313,ABC-9,KOSHTHASTHITAPITTAKOPAH,kōṣṭhasthitapittakōpaḥ,कोष्ठस्थितपित्तकोपः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.15580507878421893
314,ABC-10,SIRASTHITAPITTAKOPAH,sirāsthitapittakōpaḥ,सिरास्थितपित्तकोपः,Ayurveda,NB30.50,Laceration of intercostal blood vessels,0.6850056559740971
314,ABC-10,SIRASTHITAPITTAKOPAH,sirāsthitapittakōpaḥ,सिरास्थितपित्तकोपः,Ayurveda,XA1SX5,"Extracranial blood vessels, not elsewhere classified",0.6850056559740971
314,ABC-10,SIRASTHITAPITTAKOPAH,sirāsthitapittakōpaḥ,सिरास्थितपित्तकोपः,Ayurveda,XA4H19,"Intracranial blood vessels, not elsewhere classified",0.6850056559740971
315,AB-1,NIRAMAPITTAM,nirāmapittam,निरामपित्तम्,Ayurveda,SM5Y,Other specified anorectal disorders (TM2),0.36900369098927893
315,AB-1,NIRAMAPITTAM,nirāmapittam,निरामपित्तम्,Ayurveda,9A1Y,Other specified disorders of lacrimal apparatus,0.36900369098927893
315,AB-1,NIRAMAPITTAM,nirāmapittam,निरामपित्तम्,Ayurveda,5C53.4,Disorders of creatine metabolism,0.36900369098927893
316,AB-2,SAMAPITTAM,sāmapittam,सामपित्तम्,Ayurveda,SE3Z,"Childhood and adolescence associated disorders (TM1), unspecified",0.6109846408241493
316,AB-2,SAMAPITTAM,sāmapittam,सामपित्तम्,Ayurveda,2B32.Z,"Immunodeficiency-associated lymphoproliferative disorders, unspecified",0.6109846408241493
316,AB-2,SAMAPITTAM,sāmapittam,सामपित्तम्,Ayurveda,8A05.11,Tics associated with developmental disorders,0.6109846408241493
317,AB-3,PITTAROGA-ARISHTAH,pittarōga-ariṣṭaḥ,पित्तरोग-अरिष्टः,Ayurveda,1D21,Dengue with warning signs,0.3466758292272345
317,AB-3,PITTAROGA-ARISHTAH,pittarōga-ariṣṭaḥ,पित्तरोग-अरिष्टः,Ayurveda,JA86.2,Maternal care for signs of fetal hypoxia,0.3466758292272345
317,AB-3,PITTAROGA-ARISHTAH,pittarōga-ariṣṭaḥ,पित्तरोग-अरिष्टः,Ayurveda,1D20,Dengue without warning signs,0.3466758292272345
318,AC,SLESHMAVIKARAH,ślēṣmavikāraḥ,श्लेष्मविकारः,Ayurveda,SB4Z,"Furuncle disorders (TM1), unspecified",0.37104241640113694
318,AC,SLESHMAVIKARAH,ślēṣmavikāraḥ,श्लेष्मविकारः,Ayurveda,CB05.40,Respiratory disorders in Churg-Strauss syndrome,0.37104241640113694
318,AC,SLESHMAVIKARAH,ślēṣmavikāraḥ,श्लेष्मविकारः,Ayurveda,5C55.0Y,Other specified disorders of purine metabolism,0.37104241640113694
319,ACA,DOSHAVASTHA (KAPA),dōṣāvasthā (kapha),दोषावस्था (कफ),Ayurveda,QC04.3,Immunization not carried out because of immune-compromised state of patient,0.41823302934570084
319,ACA,DOSHAVASTHA (KAPA),dōṣāvasthā (kapha),दोषावस्था (कफ),Ayurveda,8E22.Z,"Minimally conscious state, unspecified",0.41823302934570084
319,ACA,DOSHAVASTHA (KAPA),dōṣāvasthā (kapha),दोषावस्था (कफ),Ayurveda,8E22.Y,Other specified minimally conscious state,0.41823302934570084
320,ACA-1,KAPASANCAYAH,kaphasañcayaḥ,कफसञ्चयः,Ayurveda,SR1B,Accumulation of kapha pattern (TM2),0.7045974205986014
320,ACA-1,KAPASANCAYAH,kaphasañcayaḥ,कफसञ्चयः,Ayurveda,SF86,Turbid phlegm accumulation in the lung pattern (TM1),0.6310373800924528
320,ACA-1,KAPASANCAYAH,kaphasañcayaḥ,कफसञ्चयः,Ayurveda,SF79,Spleen deficiency with dampness accumulation pattern (TM1),0.6310373800924528
321,ACA-2,KAPAVRUDDHIH,kaphavr̥ddhiḥ,कफवृद्धिः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.6652495368965068
321,ACA-2,KAPAVRUDDHIH,kaphavr̥ddhiḥ,कफवृद्धिः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.4963292510938657
321,ACA-2,KAPAVRUDDHIH,kaphavr̥ddhiḥ,कफवृद्धिः,Ayurveda,SR12,Aggravation of vata pattern (TM2),0.3535724633304718
322,ACA-2.1,KAPAPRAKOPAH,kaphaprakōpaḥ,कफप्रकोपः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.6437195970184892
322,ACA-2.1,KAPAPRAKOPAH,kaphaprakōpaḥ,कफप्रकोपः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.4668981040432991
322,ACA-2.1,KAPAPRAKOPAH,kaphaprakōpaḥ,कफप्रकोपः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.4605692430115543
323,ACA-3,KAPAPRASARAH,kaphaprasaraḥ,कफप्रसरः,Ayurveda,SR1D,Spreading of kapha pattern (TM2),0.7045974205986014
