NAMC_ID,NAMC_CODE,NAMC_TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
197,BW,Puṇkaḷ,புண்கள்+E954,Siddha,XH3SG2,EBV positive mucocutaneous ulcer,0.5121005000832781
197,BW,Puṇkaḷ,புண்கள்+E954,Siddha,DA25.Z,"Oesophageal ulcer, unspecified",0.5121005000832781
197,BW,Puṇkaḷ,புண்கள்+E954,Siddha,EA40,Tropical phagedaenic ulcer,0.5121005000832781
199,BWB1.1,paṭukkaip Puṇ,படுக்கைப் புண்,Siddha,EH90.Z,Pressure ulcer of unspecified grade,0.39985587550036866
199,BWB1.1,paṭukkaip Puṇ,படுக்கைப் புண்,Siddha,8D60.Z,"Increased intracranial pressure, unspecified",0.3908692301227435
199,BWB1.1,paṭukkaip Puṇ,படுக்கைப் புண்,Siddha,8D60,Increased intracranial pressure,0.3908692301227435
200,BWB1.2,Puṇ,புண்,Siddha,XE4FP,"Material split, cut or torn",0.5588933547014945
200,BWB1.2,Puṇ,புண்,Siddha,PA83.0,"Unintentionally cut or pierced by knife, sword, or dagger",0.38461412305507053
200,BWB1.2,Puṇ,புண்,Siddha,PG90,"Cut or pierced by knife, sword or dagger of undetermined intent",0.38461412305507053
201,BWB1.3,Cēṟṟu Puṇ,சேற்றுப் புண்,Siddha,LB9A.5,Adactyly of feet,0.49348927302649637
201,BWB1.3,Cēṟṟu Puṇ,சேற்றுப் புண்,Siddha,MB40.4,Tingling fingers or feet or toes,0.3959857259381509
201,BWB1.3,Cēṟṟu Puṇ,சேற்றுப் புண்,Siddha,ED31,Burning feet syndrome,0.3796736210333597
202,BWB1.4,Tīp Puṇ,தீப்புண்,Siddha,NA0A.02,Complex wounds to the head with through and through perforation,0.3569216747277633
202,BWB1.4,Tīp Puṇ,தீப்புண்,Siddha,NA0A.0Z,"Complex wounds to the head, unspecified",0.3569216747277633
202,BWB1.4,Tīp Puṇ,தீப்புண்,Siddha,NA0A.0,Complex wounds to the head,0.3569216747277633
203,C,Tacai Maṟṟum Eṉpu Nōykaḷ,தசை மற்றும் என்பு நோய்கள்,Siddha,FC01,Postprocedural disorders of the musculoskeletal system,0.6032257377289295
203,C,Tacai Maṟṟum Eṉpu Nōykaḷ,தசை மற்றும் என்பு நோய்கள்,Siddha,ME81.Z,"Musculoskeletal chest pain, unspecified",0.4565972052069392
203,C,Tacai Maṟṟum Eṉpu Nōykaḷ,தசை மற்றும் என்பு நோய்கள்,Siddha,ME81,Musculoskeletal chest pain,0.4565972052069392
204,CA,Kīḷ Vāyu,கீல் வாயு,Siddha,FA24.Z,"Juvenile idiopathic arthritis, unspecified",0.5506565123019989
204,CA,Kīḷ Vāyu,கீல் வாயு,Siddha,FA24.4,Juvenile systemic arthritis,0.5506565123019989
204,CA,Kīḷ Vāyu,கீல் வாயு,Siddha,FA24,Juvenile idiopathic arthritis,0.5506565123019989
205,CAA,Vaḷi,வளி,Siddha,FA24,Juvenile idiopathic arthritis,0.7495246173102009
205,CAA,Vaḷi,வளி,Siddha,FA24.4,Juvenile systemic arthritis,0.7495246173102009
205,CAA,Vaḷi,வளி,Siddha,1C1G.13,Lyme arthritis,0.7495246173102009
206,CAA1.2,Vaḷi Kīḷ Vāyu,வளிக்கீல்வாயு,Siddha,BC20.Z,"Chronic rheumatic heart disease, unspecified",0.5076886713519219
206,CAA1.2,Vaḷi Kīḷ Vāyu,வளிக்கீல்வாயு,Siddha,1B41.Z,"Acute rheumatic heart disease, unspecified",0.4807340518178791
206,CAA1.2,Vaḷi Kīḷ Vāyu,வளிக்கீல்வாயு,Siddha,1B41.Y,Other acute rheumatic heart disease,0.4807340518178791
207,CAA1.3,Vaḷi Aẕal Kīḷ Vāyu,வளிஅழல் கீல்வாயு,Siddha,FA20.0,Seropositive rheumatoid arthritis,0.3296590337879278
207,CAA1.3,Vaḷi Aẕal Kīḷ Vāyu,வளிஅழல் கீல்வாயு,Siddha,FA20.Z,"Rheumatoid arthritis, serology unspecified",0.3296590337879278
207,CAA1.3,Vaḷi Aẕal Kīḷ Vāyu,வளிஅழல் கீல்வாயு,Siddha,FA20.1,Seronegative rheumatoid arthritis,0.3296590337879278
208,CAA1.4,Vaḷi Aiya Kīḷ Vāyu,வளிஐய கீல்வாயு,Siddha,FA10.2,Fungal infection of joint,0.35476174943520866
208,CAA1.4,Vaḷi Aiya Kīḷ Vāyu,வளிஐய கீல்வாயு,Siddha,ME82,Pain in joint,0.3381548995581046
208,CAA1.4,Vaḷi Aiya Kīḷ Vāyu,வளிஐய கீல்வாயு,Siddha,XA0VJ4,Patellofemoral joint,0.33621750736199757
209,CAB,Aẕal,அழல்,Siddha,FA24,Juvenile idiopathic arthritis,0.7446465990026346
209,CAB,Aẕal,அழல்,Siddha,FA24.4,Juvenile systemic arthritis,0.7446465990026346
209,CAB,Aẕal,அழல்,Siddha,FA24.Z,"Juvenile idiopathic arthritis, unspecified",0.7446465990026346
210,CAB1.1,Aẕal Kīḷ Vāyu,அழல் கீல் வாயு,Siddha,XA2792,Third metatarsophalangeal joint,0.5662708640094396
210,CAB1.1,Aẕal Kīḷ Vāyu,அழல் கீல் வாயு,Siddha,XA6NT7,Cuneonavicular joint,0.5662708640094396
210,CAB1.1,Aẕal Kīḷ Vāyu,அழல் கீல் வாயு,Siddha,FA36.Z,"Effusion of joint, unspecified",0.5662708640094396
211,CAB1.2,Aẕal Vaḷi Kīḷ Vāyu,அழல்வளி கீல்வாயு,Siddha,XA27P3,Ankle joint,0.2627494336391901
211,CAB1.2,Aẕal Vaḷi Kīḷ Vāyu,அழல்வளி கீல்வாயு,Siddha,ND14.0,Dislocation of ankle joint,0.21696715468941735
211,CAB1.2,Aẕal Vaḷi Kīḷ Vāyu,அழல்வளி கீல்வாயு,Siddha,FA36.0,Effusion of joint containing blood,0.21574891145436825
212,CAB1.3,Aẕal Aiya Kīḷ Vāyu,அழல்ஐய கீல்வாயு,Siddha,1A9Z,"Predominantly sexually transmitted infections, unspecified",0.3307449612856422
212,CAB1.3,Aẕal Aiya Kīḷ Vāyu,அழல்ஐய கீல்வாயு,Siddha,MG24.G,Fear of sexually transmitted disease male,0.3147686091023208
212,CAB1.3,Aẕal Aiya Kīḷ Vāyu,அழல்ஐய கீல்வாயு,Siddha,MG24.E,Fear of sexually transmitted disease female,0.31167301016336224
213,CAC,Aiyam,ஐயம்,Siddha,1F02.1,Rubella arthritis,0.660004475433375
213,CAC,Aiyam,ஐயம்,Siddha,FA24,Juvenile idiopathic arthritis,0.660004475433375
213,CAC,Aiyam,ஐயம்,Siddha,FA24.4,Juvenile systemic arthritis,0.660004475433375
214,CAC 1.1,Aiya Kīḷ Vāyu,ஐயக் கீல்வாயு,Siddha,1B12.41,Tuberculous myositis,0.26845587408653254
214,CAC 1.1,Aiya Kīḷ Vāyu,ஐயக் கீல்வாயு,Siddha,1B11.0,Tuberculous meningitis,0.26845587408653254
214,CAC 1.1,Aiya Kīḷ Vāyu,ஐயக் கீல்வாயு,Siddha,JB63.00,Tuberculous placenta,0.26845587408653254
215,CAC 1.2,Aiya Vaḷi Kīḷ Vāyu,ஐயவளி கீல்வாயு,Siddha,ME82,Pain in joint,0.3998063524311031
215,CAC 1.2,Aiya Vaḷi Kīḷ Vāyu,ஐயவளி கீல்வாயு,Siddha,XA2FA3,Cuneocuboid joint,0.39751574032355635
215,CAC 1.2,Aiya Vaḷi Kīḷ Vāyu,ஐயவளி கீல்வாயு,Siddha,XA8XU1,Metatarsophalangeal joint,0.39751574032355635
216,CAC 1.3,Aiya Aẕal Kīḷ Vāyu,ஐயஅழல் கீல்வாயு,Siddha,XE8W8,"Body powder, talc",0.32540644516012057
216,CAC 1.3,Aiya Aẕal Kīḷ Vāyu,ஐயஅழல் கீல்வாயு,Siddha,NE85.2,Complications of other reattached body part,0.32540644516012057
216,CAC 1.3,Aiya Aẕal Kīḷ Vāyu,ஐயஅழல் கீல்வாயு,Siddha,6C21,Body integrity dysphoria,0.32540644516012057
217,CAD,Mukkuṟṟam,முக்குற்றம்,Siddha,FA24,Juvenile idiopathic arthritis,0.6224350864145571
217,CAD,Mukkuṟṟam,முக்குற்றம்,Siddha,FA24.4,Juvenile systemic arthritis,0.6224350864145571
217,CAD,Mukkuṟṟam,முக்குற்றம்,Siddha,1C1G.13,Lyme arthritis,0.6224350864145571
218,CAD1.1,Mukkuṟṟa Kīḷ Vāyu,முக்குற்ற கீல்வாயு,Siddha,LB30.6Z,"Fusion anomaly of kidneys, unspecified",0.2847034398714929
218,CAD1.1,Mukkuṟṟa Kīḷ Vāyu,முக்குற்ற கீல்வாயு,Siddha,FC01.0,Pseudarthrosis after fusion or arthrodesis,0.2847034398714929
218,CAD1.1,Mukkuṟṟa Kīḷ Vāyu,முக்குற்ற கீல்வாயு,Siddha,XH2AY7,"Ependymoma, RELA fusion-positive",0.2847034398714929
219,D,Cuvācanōykaḷ,சுவாச நோய்கள்,Siddha,CB05.41,Respiratory disorders in microscopic polyangiitis,0.5818091291174774
219,D,Cuvācanōykaḷ,சுவாச நோய்கள்,Siddha,SL4Z,"Respiratory system disorders (TM2), unspecified",0.5818091291174774
219,D,Cuvācanōykaḷ,சுவாச நோய்கள்,Siddha,XM02Y0,Respiratory syncytial virus vaccines,0.4471120968777254
220,DA,Iraippu Nōy,இரைப்பு நோய்,Siddha,SL40,Bronchial asthma disorder (TM2),0.7370133493365734
220,DA,Iraippu Nōy,இரைப்பு நோய்,Siddha,XA6E07,Bronchial artery,0.6124120930710367
220,DA,Iraippu Nōy,இரைப்பு நோய்,Siddha,XA1GY9,Bronchial vein,0.6124120930710367
221,DAA,Vaḷi,வளி,Siddha,CA23.32,"Unspecified asthma, uncomplicated",0.5975740556193588
221,DAA,Vaḷi,வளி,Siddha,CA23.30,Unspecified asthma with exacerbation,0.5975740556193588
221,DAA,Vaḷi,வளி,Siddha,CA23,Asthma,0.5975740556193588
222,DAA1.1,Vaḷi Iraippu Nōy,வளி இரைப்பு நோய்,Siddha,PE6Z,"Assault by threat to breathing, unspecified",0.3759544260230275
222,DAA1.1,Vaḷi Iraippu Nōy,வளி இரைப்பு நோய்,Siddha,PH22,Threat to breathing by strangulation with undetermined intent,0.3759544260230275
222,DAA1.1,Vaḷi Iraippu Nōy,வளி இரைப்பு நோய்,Siddha,PB01,Unintentional threat to breathing by hanging,0.3759544260230275
223,DAA1.2,Mēl Nōkku Iraippu Nōy,மேல்நோக்கு இரைப்பு நோய்,Siddha,CA23.31,Unspecified asthma with status asthmaticus,0.2940069990884744
223,DAA1.2,Mēl Nōkku Iraippu Nōy,மேல்நோக்கு இரைப்பு நோய்,Siddha,XA8182,Mouth,0.2595151504556929
223,DAA1.2,Mēl Nōkku Iraippu Nōy,மேல்நோக்கு இரைப்பு நோய்,Siddha,XA5TW5,Vestibule of mouth,0.2595151504556929
224,DAC,Aiyam,ஐயம்,Siddha,CA23.32,"Unspecified asthma, uncomplicated",0.5607220135486932
224,DAC,Aiyam,ஐயம்,Siddha,CA23,Asthma,0.5607220135486932
224,DAC,Aiyam,ஐயம்,Siddha,CA23.3,Unspecified asthma,0.5607220135486932
225,DAC1.1,Aiya Iraippu Nōy,ஐய இரைப்பு நோய்,Siddha,CA23.32,"Unspecified asthma, uncomplicated",0.24042922952140403
225,DAC1.1,Aiya Iraippu Nōy,ஐய இரைப்பு நோய்,Siddha,CA23.30,Unspecified asthma with exacerbation,0.24042922952140403
225,DAC1.1,Aiya Iraippu Nōy,ஐய இரைப்பு நோய்,Siddha,CA23.3,Unspecified asthma,0.24042922952140403
226,DAC1.2,Aiyavaḷi Iraippu Nōy,ஐயவளி இரைப்பு நோய்,Siddha,MF50.3,Retention of urine,0.286998761455699
226,DAC1.2,Aiyavaḷi Iraippu Nōy,ஐயவளி இரைப்பு நோய்,Siddha,MD11.9,Nasal congestion,0.2632276907334168
226,DAC1.2,Aiyavaḷi Iraippu Nōy,ஐயவளி இரைப்பு நோய்,Siddha,SM81,Retention of urine disorder (TM2),0.24781301160681557
227,DAD,Mukkuṟṟam,முக்குற்றம்,Siddha,CA23.32,"Unspecified asthma, uncomplicated",0.5430394544728112
227,DAD,Mukkuṟṟam,முக்குற்றம்,Siddha,CA23.30,Unspecified asthma with exacerbation,0.5430394544728112
227,DAD,Mukkuṟṟam,முக்குற்றம்,Siddha,CA23,Asthma,0.5430394544728112
228,DAD1.1,Mukkuṟṟa Iraippu Nōy,முக்குற்ற இரைப்பு நோய்,Siddha,MF50.3,Retention of urine,0.2582887826558575
228,DAD1.1,Mukkuṟṟa Iraippu Nōy,முக்குற்ற இரைப்பு நோய்,Siddha,XE5NG,Cow dander,0.2436082198349693
228,DAD1.1,Mukkuṟṟa Iraippu Nōy,முக்குற்ற இரைப்பு நோய்,Siddha,SR6Z,"Physical constituent derangement patterns (TM2), unspecified",0.2323706417359722
229,DB,Irumal Nōy,இருமல் நோய்,Siddha,SS24,Suppression of cough pattern (TM2),0.5420441208099723
229,DB,Irumal Nōy,இருமல் நோய்,Siddha,XM6C31,Cough mixture containing opiates,0.5420441208099723
229,DB,Irumal Nōy,இருமல் நோய்,Siddha,XM1MJ1,Cough mixture expectorants,0.5420441208099723
230,DBA,Vaḷi,வளி,Siddha,MD12,Cough,0.6048795342364675
230,DBA,Vaḷi,வளி,Siddha,XM4587,"Codeine, codeine derivatives and other opioids used in cough suppression",0.6048795342364675
230,DBA,Vaḷi,வளி,Siddha,XM1MJ1,Cough mixture expectorants,0.6048795342364675
231,DBA1.1,Vāta Irumal Nōy,வாத இருமல் நோய்,Siddha,MD30,Pain in throat or chest,0.3751112850749705
231,DBA1.1,Vāta Irumal Nōy,வாத இருமல் நோய்,Siddha,MD36.0,Pain in throat,0.3717049873939093
231,DBA1.1,Vāta Irumal Nōy,வாத இருமல் நோய்,Siddha,NA20.1,Contusion of throat,0.30111578866027666
232,DBA1.2,Vātapitta Irumal Nōy,வாதபித்த இருமல் நோய்,Siddha,NA09.1Z,"Traumatic amputation of ear, unspecified",0.2843656627346482
232,DBA1.2,Vātapitta Irumal Nōy,வாதபித்த இருமல் நோய்,Siddha,NA09.11,"Traumatic amputation of ear, partial",0.2843656627346482
232,DBA1.2,Vātapitta Irumal Nōy,வாதபித்த இருமல் நோய்,Siddha,XM8YN1,Spinose ear tick venom,0.2843656627346482
233,DBA1.3,Cuvāca Irumal Nōy,சுவாச இருமல் நோய்,Siddha,XE7Y1,Exposure to noise,0.2576039397379533
233,DBA1.3,Cuvāca Irumal Nōy,சுவாச இருமல் நோய்,Siddha,XE027,Ambient noise problem,0.24978365272059172
233,DBA1.3,Cuvāca Irumal Nōy,சுவாச இருமல் நோய்,Siddha,XE4F9,"Noise, audible",0.24978365272059172
234,DBB,Aẕal,அழல்,Siddha,XM6C31,Cough mixture containing opiates,0.5992076547007604
234,DBB,Aẕal,அழல்,Siddha,XM1MJ1,Cough mixture expectorants,0.5992076547007604
234,DBB,Aẕal,அழல்,Siddha,SS24,Suppression of cough pattern (TM2),0.5992076547007604
235,DBB1.1,Pitta Irumal Nōy,பித்த இருமல் நோய்,Siddha,8A07.2,Excessive startle reflex,0.2788901838507291
235,DBB1.1,Pitta Irumal Nōy,பித்த இருமல் நோய்,Siddha,XE9C7,Excessive cooling,0.2788901838507291
235,DBB1.1,Pitta Irumal Nōy,பித்த இருமல் நோய்,Siddha,XE77H,Excessive heating,0.2788901838507291
236,DBB1.2,Pittakapa Irumal Nōy,பித்தகப இருமல் நோய்,Siddha,HA01,Sexual arousal dysfunctions,0.34252895875503353
236,DBB1.2,Pittakapa Irumal Nōy,பித்தகப இருமல் நோய்,Siddha,HA01.Z,"Sexual arousal dysfunctions, unspecified",0.34252895875503353
236,DBB1.2,Pittakapa Irumal Nōy,பித்தகப இருமல் நோய்,Siddha,HA01.Y,Other specified sexual arousal dysfunctions,0.2697471344978664
237,DBB1.3,Rattakācam Irumal Nōy,இரத்தகாசம் இருமல் நோய்,Siddha,XM6S92,Portuguese man o war venom,0.41513722341763254
237,DBB1.3,Rattakācam Irumal Nōy,இரத்தகாசம் இருமல் நோய்,Siddha,XE2RB,"Type of conflict, civil war or guerrilla operation",0.34174130999387187
237,DBB1.3,Rattakācam Irumal Nōy,இரத்தகாசம் இருமல் நோய்,Siddha,XE324,"Type of conflict, war",0.34174130999387187
238,DBC,Aiyam,ஐயம்,Siddha,SS59,Aiyam body constitution pattern (TM2),0.5342646630585716
238,DBC,Aiyam,ஐயம்,Siddha,SS5B,Vaḷi-predominant Aiyam body constitution pattern (TM2),0.5342646630585716
238,DBC,Aiyam,ஐயம்,Siddha,XM1MJ1,Cough mixture expectorants,0.5077524385845713
239,DBC1.1,Pīṉica Irumal Nōy,பீனிச இருமல் நோய்,Siddha,MD40.51,Positive sputum culture,0.3604906587347216
239,DBC1.1,Pīṉica Irumal Nōy,பீனிச இருமல் நோய்,Siddha,SR8K,Excess of sputum pattern (TM2),0.27477166009641746
239,DBC1.1,Pīṉica Irumal Nōy,பீனிச இருமல் நோய்,Siddha,SR8M,Moderate quantity of sputum during convalescence pattern (TM2),0.25962607457889186
240,DBC1.2,Kapa Irumal Nōy,கப இருமல் நோய்,Siddha,XM1MJ1,Cough mixture expectorants,0.4181828213564737
240,DBC1.2,Kapa Irumal Nōy,கப இருமல் நோய்,Siddha,SS24,Suppression of cough pattern (TM2),0.4181828213564737
240,DBC1.2,Kapa Irumal Nōy,கப இருமல் நோய்,Siddha,XM6C31,Cough mixture containing opiates,0.4181828213564737
241,DBC1.3,Mantarakācam Irumal Nōy,மந்தாரகாசம் இருமல் நோய்,Siddha,XM1MJ1,Cough mixture expectorants,0.3743846907141462
241,DBC1.3,Mantarakācam Irumal Nōy,மந்தாரகாசம் இருமல் நோய்,Siddha,SS24,Suppression of cough pattern (TM2),0.3743846907141462
241,DBC1.3,Mantarakācam Irumal Nōy,மந்தாரகாசம் இருமல் நோய்,Siddha,MD12,Cough,0.3743846907141462
242,DBC1.4,Pakkamāntara Irumal Nōy,பக்க மந்தார இருமல் நோய்,Siddha,XM4587,"Codeine, codeine derivatives and other opioids used in cough suppression",0.2315362322836366
242,DBC1.4,Pakkamāntara Irumal Nōy,பக்க மந்தார இருமல் நோய்,Siddha,SS24,Suppression of cough pattern (TM2),0.2315362322836366
242,DBC1.4,Pakkamāntara Irumal Nōy,பக்க மந்தார இருமல் நோய்,Siddha,XM6C31,Cough mixture containing opiates,0.2315362322836366
243,DBC1.5,Cuṭar Irumal Nōy,சுடர் இருமல் நோய்,Siddha,JB44.6,Puerperal osteomalacia,0.2833659290654392
243,DBC1.5,Cuṭar Irumal Nōy,சுடர் இருமல் நோய்,Siddha,JB40.0,Puerperal sepsis,0.2833659290654392
243,DBC1.5,Cuṭar Irumal Nōy,சுடர் இருமல் நோய்,Siddha,XH22K3,Classical Hodgkin lymphoma post-transplant lymphoproliferative disease,0.27923543870690687
244,DBD,Mukkuṟṟam,முக்குற்றம்,Siddha,MD12,Cough,0.4707193559607172
244,DBD,Mukkuṟṟam,முக்குற்றம்,Siddha,XM4587,"Codeine, codeine derivatives and other opioids used in cough suppression",0.4707193559607172
244,DBD,Mukkuṟṟam,முக்குற்றம்,Siddha,XM1MJ1,Cough mixture expectorants,0.4707193559607172
245,DBD1.1,Mukkuṟṟa Irumal Nōy,முக்குற்ற இருமல் நோய்,Siddha,8A07.2,Excessive startle reflex,0.25880214057206385
245,DBD1.1,Mukkuṟṟa Irumal Nōy,முக்குற்ற இருமல் நோய்,Siddha,XE9C7,Excessive cooling,0.25880214057206385
245,DBD1.1,Mukkuṟṟa Irumal Nōy,முக்குற்ற இருமல் நோய்,Siddha,XE77H,Excessive heating,0.25880214057206385
246,DC,Kural Kammal,குரல் கம்மல்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.5154881662403573
246,DC,Kural Kammal,குரல் கம்மல்,Siddha,MA82.10,Hoarseness,0.44722714322127816
246,DC,Kural Kammal,குரல் கம்மல்,Siddha,VV20,Voice functions,0.4306293054914369
247,DCA,Vaḷi,வளி,Siddha,SL02,Hoarseness of voice disorder (TM2),0.6875106593423991
247,DCA,Vaḷi,வளி,Siddha,MA82.10,Hoarseness,0.5964703910749184
247,DCA,Vaḷi,வளி,Siddha,VV20,Voice functions,0.5743337231383345
248,DCA1.1,Vaḷi Kural Kammal,வளி குரல் கம்மல்,Siddha,XM14Q1,Rhubarb dry extract,0.36248282031061735
248,DCA1.1,Vaḷi Kural Kammal,வளி குரல் கம்மல்,Siddha,XM4FB2,Hyoscyamus dry extract,0.36248282031061735
248,DCA1.1,Vaḷi Kural Kammal,வளி குரல் கம்மல்,Siddha,XE8AE,Dry cell battery,0.36248282031061735
249,DCB,Aẕal,அழல்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.6842919475251813
249,DCB,Aẕal,அழல்,Siddha,MA82.10,Hoarseness,0.5936779015763415
249,DCB,Aẕal,அழல்,Siddha,VV20,Voice functions,0.5716448706579087
250,DCB1.1,Aẕal Kural Kammal,அழல் குரல் கம்மல்,Siddha,VV20,Voice functions,0.4161805438163588
250,DCB1.1,Aẕal Kural Kammal,அழல் குரல் கம்மல்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.36893608761871344
250,DCB1.1,Aẕal Kural Kammal,அழல் குரல் கம்மல்,Siddha,VV2Z,"Voice and speech functions, unspecified",0.2959583997133715
251,DCC,Aiyam,ஐயம்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.6255782864089785
251,DCC,Aiyam,ஐயம்,Siddha,MA82.10,Hoarseness,0.5427391125822637
251,DCC,Aiyam,ஐயம்,Siddha,VV20,Voice functions,0.5225965611812157
252,DCC1.1,Aiya Kural Kammal,ஐய குரல் கம்மல்,Siddha,VV20,Voice functions,0.40898856696771424
252,DCC1.1,Aiya Kural Kammal,ஐய குரல் கம்மல்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.36256053777572483
252,DCC1.1,Aiya Kural Kammal,ஐய குரல் கம்மல்,Siddha,VV2Z,"Voice and speech functions, unspecified",0.2908439704337566
253,DCC1.2,Iḷaippu Nōy Kural Kammal,இளைப்பு நோய் குரல் கம்மல்,Siddha,VV20,Voice functions,0.3975997265562146
253,DCC1.2,Iḷaippu Nōy Kural Kammal,இளைப்பு நோய் குரல் கம்மல்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.3524645486999198
253,DCC1.2,Iḷaippu Nōy Kural Kammal,இளைப்பு நோய் குரல் கம்மல்,Siddha,XD78N3,Laryngeal masks,0.28325778032635923
254,DCC1.3,Niṇak Kural Kammal,நிணக் குரல் கம்மல்,Siddha,NA20.0,Abrasion of throat,0.43754847067070746
254,DCC1.3,Niṇak Kural Kammal,நிணக் குரல் கம்மல்,Siddha,MD40.52,Positive throat culture,0.43754847067070746
254,DCC1.3,Niṇak Kural Kammal,நிணக் குரல் கம்மல்,Siddha,NA20.1,Contusion of throat,0.43754847067070746
255,DCD,Mukkuṟṟam,முக்குற்றம்,Siddha,SL02,Hoarseness of voice disorder (TM2),0.5977546340382649
255,DCD,Mukkuṟṟam,முக்குற்றம்,Siddha,MA82.10,Hoarseness,0.5185998725789653
255,DCD,Mukkuṟṟam,முக்குற்றம்,Siddha,VV20,Voice functions,0.4993531952199322
256,DCD1.1,Mukkuṟṟa Kural Kammal,முக்குற்ற குரல் கம்மல்,Siddha,CA0H.Z,"Diseases of vocal cords or larynx, not elsewhere classified, unspecified",0.32161224749157
256,DCD1.1,Mukkuṟṟa Kural Kammal,முக்குற்ற குரல் கம்மல்,Siddha,CA0H,"Diseases of vocal cords or larynx, not elsewhere classified",0.32161224749157
256,DCD1.1,Mukkuṟṟa Kural Kammal,முக்குற்ற குரல் கம்மல்,Siddha,CA0H.0,Paralysis of vocal cords or larynx,0.31571335024021874
257,DD,Mūkkaṭaippu Nōy,மூக்கடைப்பு நோய்,Siddha,SK99,Sinusitis disorder (TM2),0.5185355650556568
257,DD,Mūkkaṭaippu Nōy,மூக்கடைப்பு நோய்,Siddha,CA01,Acute sinusitis,0.43975940425866833
257,DD,Mūkkaṭaippu Nōy,மூக்கடைப்பு நோய்,Siddha,SC91,Nasal sinusitis disorder (TM1),0.4266578410001453
258,DDA,Vaḷi,வளி,Siddha,SK99,Sinusitis disorder (TM2),0.5780256905662601
258,DDA,Vaḷi,வளி,Siddha,CA01,Acute sinusitis,0.49021176262488436
258,DDA,Vaḷi,வளி,Siddha,SC91,Nasal sinusitis disorder (TM1),0.47560709389942774
259,DDA1.1,Vaḷi Mūkkaṭaippu Nōy,வளி மூக்கடைப்பு,Siddha,XA8817,Nasal turbinate,0.3349089646782369
259,DDA1.1,Vaḷi Mūkkaṭaippu Nōy,வளி மூக்கடைப்பு,Siddha,XA53X2,Nasal vestibule,0.3349089646782369
259,DDA1.1,Vaḷi Mūkkaṭaippu Nōy,வளி மூக்கடைப்பு,Siddha,9D42.22,Nasal step,0.3349089646782369
260,DDB,Aẕal,அழல்,Siddha,SK99,Sinusitis disorder (TM2),0.5743838109307633
260,DDB,Aẕal,அழல்,Siddha,CA01,Acute sinusitis,0.4871231590134504
260,DDB,Aẕal,அழல்,Siddha,SC91,Nasal sinusitis disorder (TM1),0.4726105077302675
261,DDB1.1,Aẕal Mūkkaṭaippu Nōy,அழல் மூக்கடைப்பு,Siddha,8A07.2,Excessive startle reflex,0.28454616285549095
261,DDB1.1,Aẕal Mūkkaṭaippu Nōy,அழல் மூக்கடைப்பு,Siddha,XE9C7,Excessive cooling,0.28454616285549095
261,DDB1.1,Aẕal Mūkkaṭaippu Nōy,அழல் மூக்கடைப்பு,Siddha,XE77H,Excessive heating,0.28454616285549095
262,DDB1.2,Kuruti Mūkkaṭaippu,குருதி மூக்கடைப்பு,Siddha,XA3057,Supratip of nose,0.45448045947701465
262,DDB1.2,Kuruti Mūkkaṭaippu,குருதி மூக்கடைப்பு,Siddha,NA09.2,Traumatic amputation of nose,0.45448045947701465
262,DDB1.2,Kuruti Mūkkaṭaippu,குருதி மூக்கடைப்பு,Siddha,LA70.1,Bifid nose,0.45448045947701465
263,DDB1.3,Muḷai Mūkkaṭaippu Nōy,முளை மூக்கடைப்பு,Siddha,XA4CN5,Nasal mucosa,0.42385666241855846
263,DDB1.3,Muḷai Mūkkaṭaippu Nōy,முளை மூக்கடைப்பு,Siddha,XA53X2,Nasal vestibule,0.3699130783809112
263,DDB1.3,Muḷai Mūkkaṭaippu Nōy,முளை மூக்கடைப்பு,Siddha,1C17.1,Nasal diphtheria,0.3699130783809112
264,DDB1.4,Cīẕ Mūkkaṭaippu Nōy,சீழ் மூக்கடைப்பு,Siddha,SN44,Foul body smelling disorder (TM2),0.3891225250154188
264,DDB1.4,Cīẕ Mūkkaṭaippu Nōy,சீழ் மூக்கடைப்பு,Siddha,MD11.8Z,"Mouth breathing, unspecified",0.34507761420180055
264,DDB1.4,Cīẕ Mūkkaṭaippu Nōy,சீழ் மூக்கடைப்பு,Siddha,MD11.8,Mouth breathing,0.34507761420180055
265,DDC,Aiyam,ஐயம்,Siddha,SK99,Sinusitis disorder (TM2),0.5108394328536002
265,DDC,Aiyam,ஐயம்,Siddha,SS5B,Vaḷi-predominant Aiyam body constitution pattern (TM2),0.4600017672311052
265,DDC,Aiyam,ஐயம்,Siddha,SS59,Aiyam body constitution pattern (TM2),0.4600017672311052
266,DDC1.1,Aiya Mūkkaṭaippu Nōy,ஐய மூக்கடைப்பு,Siddha,MB45.3,Head drop,0.4311071423483882
266,DDC1.1,Aiya Mūkkaṭaippu Nōy,ஐய மூக்கடைப்பு,Siddha,NA09.21,"Traumatic amputation of nose, partial",0.4026961197071594
266,DDC1.1,Aiya Mūkkaṭaippu Nōy,ஐய மூக்கடைப்பு,Siddha,XA56T3,Tip of nose,0.4026961197071594
